omim_id,Description
268320,"On the island of Rodrigues in the Indian Ocean,Wallis and Beighton (1992)identified a brother and sister with moderately severe mental retardation, blindness due to severe ocular malformations (microphthalmia, microcornea, and sclerocornea), short stature, dysmorphic facial features (narrow nasal bridge with distal flaring of the nose and prominent ears), fine and sparse hair, and malaligned teeth.Wallis and Beighton (1992)emphasized, possibly inappropriately, the hair and dental changes in entitling their report."
270960,A number sign (#) is used with this entry because of evidence that spermatogenic failure-4 (SPGF4) and recurrent pregnancy loss (RPRGL4) are caused by heterozygous mutation in the SYCP3 gene (604759) on chromosome 12q23.
273300,A number sign (#) is used with this entry because testicular germ cell tumors have been associated with somatic mutation in several genes; see MOLECULAR GENETICS.
273800,A number sign (#) is used with this entry because Glanzmann thrombasthenia-1 (GT1) is caused by homozygous or compound heterozygous mutation in the gene encoding platelet glycoprotein alpha-IIb (ITGA2B;607759) on chromosome 17q21.31.Heterozygous mutation in the ITGA2B gene causes Glanzmann thrombasthenia-like with macrothrombocytopenia (BDPLT16;187800).
275000,"Graves disease (GRD) is an autoimmune disorder in which antibodies to the thyrotropin receptor (TSHR;603372) result in constitutive activation of the receptor and increased levels of thyroid hormone.Wilkin (1990)reviewed endocrine disorders of hormone excess and hormone deficiency resulting from receptor autoimmunity.Genetic Heterogeneity of Graves DiseaseSusceptibility to Graves disease-1 (GRD1) has been mapped to chromosome 14q31. Other susceptibility loci for Graves disease include GRD2 (603388) on chromosome 20q13, GRDX1 (300351) on Xp11, and GRDX2 (see300351) on Xq21.33-q22.Graves disease has also been mapped to several loci that confer susceptibility to autoimmune thyroid diseases, including Hashimoto thyroiditis (HT;140300): AITD1 (608173) on 6p11; AITD2 (608174) on 5q31-q33; AITD3 (608175) on 8q24; AITD4 (608176) on 10q, and AITD5 (601941) on 18q21."
276300,A number sign (#) is used with this entry because of evidence that mismatch repair cancer syndrome-1 (MMRCS1) is caused by homozygous or compound heterozygous mutation in the mismatch repair (MMR) gene MLH1 (120436) on chromosome 3p22.
277350,"McLaren and Zekian (1971)reported a case of vitamin A deficiency in a Lebanese-Arab girl, the offspring of first-cousin-once-removed parents. Night blindness, hyperkeratosis follicularis, Bitot spots of the conjunctiva, and very low plasma levels of vitamin A were features. A defect in enzymatic conversion of beta-carotene to retinol in the intestine was suggested."
277440,A number sign (#) is used with this entry because of evidence that vitamin D-dependent rickets type 2A (VDDR2A) is caused by mutation in the gene encoding the vitamin D receptor (VDR;601769) on chromosome 12q.
277460,A number sign (#) is used with this entry because of evidence that ataxia with vitamin E deficiency (AVED) is caused by homozygous or compound heterozygous mutation in the TTPA gene (600415) on chromosome 8q12.
277480,"A number sign (#) is used with this entry because von Willebrand disease (VWD) type 3 is caused by homozygous or compound heterozygous mutation in the gene encoding von Willebrand factor (VWF;613160), which maps to chromosome 12p13."
277730,"Coy et al. (1996)noted that thiamine deficiency is associated with 2 neurologic disorders, beriberi and Wernicke-Korsakoff syndrome. Beriberi is caused by lack of dietary thiamine and its symptoms include myocardial failure, reversible by thiamine treatment. Wernicke-Korsakoff syndrome is characterized by acute encephalopathy followed by chronic impairment of short-term memory. Early treatment with high doses of thiamine stabilizes the disease, yet thiamine deficiency is not sufficient to cause the syndrome."
277900,A number sign (#) is used with this entry because of evidence that Wilson disease (WND) is caused by homozygous or compound heterozygous mutation in the ATP7B gene (606882) on chromosome 13q14.
