db_id,Description
DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration."
DB00787,"Acyclovir is a nucleotide analog antiviral used to treat herpes simplex, _Varicella zoster_, herpes zoster, herpes labialis, and acute herpetic keratitis[L7303,L7315,L7318,L7321,L7324,L7327]. Acyclovir is generally used first line in the treatment of these viruses and some products are indicated for patients as young as 6 years old.[L7321]

Acyclovir was granted FDA approval on 29 March 1982.[L7318]"
DB00788,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312]"
DB00790,"Perindopril is a nonsulfhydryl prodrug that belongs to the angiotensin-converting enzyme (ACE) inhibitor class of medications. It is rapidly metabolized in the liver to perindoprilat, its active metabolite, following oral administration. Perindoprilat is a potent, competitive inhibitor of ACE, the enzyme responsible for the conversion of angiotensin I (ATI) to angiotensin II (ATII). ATII regulates blood pressure and is a key component of the renin-angiotensin-aldosterone system (RAAS). Perindopril may be used to treat mild to moderate essential hypertension, mild to moderate congestive heart failure, and to reduce the cardiovascular risk of individuals with hypertension or post-myocardial infarction and stable coronary disease."
DB00794,"Primidone is an anticonvulsant used to treat essential tremor as well as grand mal, psychomotor, and focal epileptic seizures.[L11112] Primidone was developed by J Yule Bogue and H C Carrington in 1949.[A189522]

Primidone was granted FDA Approval on 8 March 1954.[L11112]"
DB00795,"Sulfasalazine is an anti-inflammatory drug structurally related to salicylates and other non-steroidal anti-inflammatory drugs. It is indicated for managing inflammatory diseases such as ulcerative colitis and rheumatoid arthritis (RA).[L39065, A255582] Metabolized by intestinal bacteria, sulfasalazine is broken down into [mesalazine] and [sulfapyridine], 2 compounds that carry out the main pharmacological activity of sulfasalazine.[A255582] 

Sulfasalazine was first used in 1940 for rheumatic polyarthritis, and has been firmly established itself as one fo the most useful disease-modifying antirheumatic drug (DMARD).[A255582] Compared to the first line treatment of RA like methotrexate, sulfasalazine is almost as efficacious as methotrexate although with slightly less tolerability. However, sulfasalazine has less teratogenic side effects and faster onset of action compared to conventional DMARD.[A255582] Sulfasalazine fell out of favor as the drug of choice for RA due to poorly designed clinical trials in 1950 but regained interest from the clinical community in the late 1970.[A255582]

Although sulfasalazine is only approved by the FDA for ulcerative colitis, research have shown that sulfasalazine is also beneficial for patients with Crohn's disease.[A255592] Meta-analysis of 19 randomized controlled trials indicated that sulfasalazine is superior to placebo in inducing remission; however, with no supported evidence of mucosal healing, sulfasalazine is not FDA-recommmended for treatment of Crohn's disease.[A255597,A255602,A255607]"
DB00796,"Candesartan is an angiotensin-receptor blocker (ARB) that may be used alone or with other agents to treat hypertension. It is administered orally as the prodrug, candesartan cilexetil, which is rapidly converted to its active metabolite, candesartan, during absorption in the gastrointestinal tract. Candesartan lowers blood pressure by antagonizing the renin-angiotensin-aldosterone system (RAAS); it competes with angiotensin II for binding to the type-1 angiotensin II receptor (AT1) subtype and prevents the blood pressure increasing effects of angiotensin II. Unlike angiotensin-converting enzyme (ACE) inhibitors, ARBs do not have the adverse effect of dry cough. Candesartan may be used to treat hypertension, isolated systolic hypertension, left ventricular hypertrophy and diabetic nephropathy. It may also be used as an alternative agent for the treatment of heart failure, systolic dysfunction, myocardial infarction and coronary artery disease."
DB00800,A dopamine D1 receptor agonist that is used as an antihypertensive agent. It lowers blood pressure through arteriolar vasodilation.
DB00804,"Dicyclomine is a muscarinic M1, M3, and M2 receptor antagonist as well as a non-competitive inhibitor of histamine and bradykinin used to treat spasms of the intestines seen in functional bowel disorder and irritable bowel syndrome.[A6556,A182555,A234659,L7967] Though it is commonly prescribed, its recommendation may have been based on a small amount of evidence and so its prescription is becoming less favourable.[L7982]

Dicyclomine was granted FDA approval on 11 May 1950.[L7967]"
DB00806,"Pentoxifylline (PTX) is a synthetic dimethylxanthine derivative that modulates the rheological properties of blood and also has both anti-oxidant and anti-inflammatory properties.[A226415, L30300] Although originally developed to treat intermittent claudication, a form of exertion-induced leg pain common in patients with peripheral arterial disease, PTX has been investigated for its possible use in diverse conditions, including osteoradionecrosis, diabetic kidney disease, and generally any condition associated with fibrosis.[A226410, A226415, A226455] More recently, PTX has been suggested as a possible treatment for COVID-19-induced pulmonary complications due to its ability to regulate the production of inflammatory cytokines.[A226608]

Pentoxifylline has been marketed in Europe since 1972; PTX extended-release tablets sold under the trade name TRENTAL by US Pharm Holdings were first approved by the FDA on Aug 30, 1984, but have since been discontinued. A branded product, PENTOXIL, marketed by Upsher-Smith Laboratories, and generic forms marketed by Valeant Pharmaceuticals and APOTEX have been available since the late 1990s.[L30300]"
